Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per move,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
top_agent,"(10, 10)",15,0,0,0,42,0.084,1590,31.8,500,10,4629,9.258,33,0.066,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,54,0.108,1598,31.96,500,10,6739,13.478,35,0.07,10,150,3,0,0,0
top_agent,"(10, 10)",15,4,3,1,84,0.168,1641,32.82,500,10,7854,15.708,63,0.126,10,150,3,12,0.24,4
bottom_agent,"(10, 10)",15,4,3,1,118,0.236,1671,33.42,500,10,10048,20.096,74,0.148,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,117,0.234,1676,33.52,500,10,11999,23.998,89,0.178,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,113,0.226,1705,34.1,500,10,10817,21.634,94,0.188,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,0,0,0,91,0.182,1638,32.76,500,10,8278,16.556,64,0.128,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,94,0.188,1684,33.68,500,10,7475,14.95,73,0.146,10,150,3,0,0,0
top_agent,"(10, 10)",15,1,0,1,59,0.118,1615,32.3,500,10,6616,13.232,48,0.096,10,150,3,18,0.36,5
bottom_agent,"(10, 10)",15,1,0,1,72,0.144,1654,33.08,500,10,7183,14.366,60,0.12,10,150,3,15,0.3,5
top_agent,"(10, 10)",15,3,2,1,20,0.04,1677,33.54,500,10,3588,7.176,61,0.122,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,3,2,1,66,0.132,1766,35.32,500,10,8146,16.292,96,0.192,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,127,0.254,1691,33.82,500,10,10427,20.854,78,0.156,10,150,3,6,0.12,2
bottom_agent,"(10, 10)",15,0,0,0,119,0.238,1714,34.28,500,10,10881,21.762,92,0.184,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,79,0.158,1588,31.76,500,10,7853,15.706,45,0.09,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,107,0.214,1784,35.68,500,10,11246,22.492,128,0.256,10,150,3,153,3.06,51
top_agent,"(10, 10)",15,1,0,1,10,0.02,1590,31.8,500,10,2091,4.182,25,0.05,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,1,0,1,63,0.126,1674,33.48,500,10,5871,11.742,63,0.126,10,150,3,12,0.24,4
top_agent,"(10, 10)",15,0,0,0,56,0.112,1594,31.88,500,10,5849,11.698,40,0.08,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,76,0.152,1615,32.3,500,10,7067,14.134,52,0.104,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,1,0,1,120,0.24,1707,34.14,500,10,10442,20.884,88,0.176,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,1,0,1,130,0.26,1695,33.9,500,10,12017,24.034,90,0.18,10,150,3,21,0.42,7
top_agent,"(10, 10)",15,4,3,1,47,0.094,1581,31.62,500,10,5841,11.682,34,0.068,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,4,3,1,55,0.11,1634,32.68,500,10,7022,14.044,54,0.108,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,0,0,0,105,0.21,1693,33.86,500,10,10584,21.168,89,0.178,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,114,0.228,1662,33.24,500,10,11261,22.522,73,0.146,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,89,0.178,1615,32.3,500,10,8032,16.064,52,0.104,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,88,0.176,1629,32.58,500,10,8752,17.504,63,0.126,10,150,3,0,0,0
top_agent,"(10, 10)",15,1,0,1,98,0.196,1661,33.22,500,10,8696,17.392,75,0.15,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,1,0,1,98,0.196,1657,33.14,500,10,10067,20.134,75,0.15,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,2,1,1,56,0.112,1615,32.3,500,10,8028,16.056,52,0.104,10,150,3,34,0.68,11
bottom_agent,"(10, 10)",15,2,1,1,80,0.16,1694,33.88,500,10,9343,18.686,75,0.15,10,150,3,0,0,0
top_agent,"(10, 10)",15,2,1,1,105,0.21,1615,32.3,500,10,9891,19.782,68,0.136,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,2,1,1,130,0.26,1702,34.04,500,10,11592,23.184,98,0.196,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,1,0,1,91,0.182,1651,33.02,500,10,8386,16.772,67,0.134,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,1,0,1,98,0.196,1662,33.24,500,10,11321,22.642,78,0.156,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,29,0.058,1599,31.98,500,10,4218,8.436,39,0.078,10,150,3,6,0.12,2
bottom_agent,"(10, 10)",15,0,0,0,53,0.106,1639,32.78,500,10,5821,11.642,54,0.108,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,1,0,1,74,0.148,1664,33.28,500,10,6393,12.786,61,0.122,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,1,0,1,82,0.164,1623,32.46,500,10,8777,17.554,59,0.118,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,1,0,1,93,0.186,1616,32.32,500,10,9592,19.184,64,0.128,10,150,3,6,0.12,2
bottom_agent,"(10, 10)",15,1,0,1,115,0.23,1704,34.08,500,10,10185,20.37,89,0.178,10,150,3,21,0.42,7
top_agent,"(10, 10)",15,0,0,0,40,0.08,1730,34.6,500,10,5164,10.328,83,0.166,10,150,3,153,3.06,51
bottom_agent,"(10, 10)",15,0,0,0,64,0.128,1649,32.98,500,10,7637,15.274,63,0.126,10,150,3,0,0,0
top_agent,"(10, 10)",15,1,0,1,62,0.124,1586,31.72,500,10,5456,10.912,39,0.078,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,1,0,1,74,0.148,1587,31.74,500,10,7010,14.02,42,0.084,10,150,3,0,0,0
top_agent,"(10, 10)",15,3,1,2,85,0.17,1664,33.28,500,10,7646,15.292,65,0.13,10,150,3,12,0.24,4
bottom_agent,"(10, 10)",15,3,1,2,84,0.168,1658,33.16,500,10,8124,16.248,59,0.118,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,95,0.19,1643,32.86,500,10,11421,22.842,73,0.146,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,124,0.248,1746,34.92,500,10,12633,25.266,108,0.216,10,150,3,0,0,0
top_agent,"(10, 10)",15,3,2,1,54,0.108,1651,33.02,500,10,5772,11.544,57,0.114,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,3,2,1,88,0.176,1671,33.42,500,10,8330,16.66,70,0.14,10,150,3,12,0.24,4
top_agent,"(10, 10)",15,1,0,1,87,0.174,1627,32.54,500,10,8242,16.484,64,0.128,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,1,0,1,104,0.208,1642,32.84,500,10,8418,16.836,63,0.126,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,87,0.174,1641,32.82,500,10,8634,17.268,61,0.122,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,86,0.172,1648,32.96,500,10,7260,14.52,60,0.12,10,150,3,10,0.2,3
top_agent,"(10, 10)",15,0,0,0,74,0.148,1608,32.16,500,10,6578,13.156,44,0.088,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,82,0.164,1640,32.8,500,10,8126,16.252,59,0.118,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,35,0.07,1603,32.06,500,10,4941,9.882,38,0.076,10,150,3,10,0.2,3
bottom_agent,"(10, 10)",15,0,0,0,88,0.176,1799,35.98,500,10,8346,16.692,117,0.234,10,150,3,12,0.24,4
top_agent,"(10, 10)",15,1,0,1,77,0.154,1629,32.58,500,10,7496,14.992,58,0.116,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,1,0,1,79,0.158,1610,32.2,500,10,6648,13.296,47,0.094,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,2,1,1,59,0.118,1691,33.82,500,10,6376,12.752,44,0.088,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,2,1,1,62,0.124,1769,35.38,500,10,7170,14.34,63,0.126,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,2,1,1,69,0.138,1817,36.34,500,10,7261,14.522,110,0.22,10,150,3,162,3.24,53
bottom_agent,"(10, 10)",15,2,1,1,84,0.168,1900,38,500,10,6894,13.788,97,0.194,10,150,3,306,6.12,52
top_agent,"(10, 10)",15,0,0,0,66,0.132,1661,33.22,500,10,5922,11.844,60,0.12,10,150,3,6,0.12,2
bottom_agent,"(10, 10)",15,0,0,0,97,0.194,1630,32.6,500,10,7490,14.98,58,0.116,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,0,0,0,68,0.136,1791,35.82,500,10,7416,14.832,109,0.218,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,72,0.144,1639,32.78,500,10,5861,11.722,52,0.104,10,150,3,12,0.24,4
top_agent,"(10, 10)",15,0,0,0,100,0.2,1698,33.96,500,10,10039,20.078,83,0.166,10,150,3,18,0.36,6
bottom_agent,"(10, 10)",15,0,0,0,101,0.202,1712,34.24,500,10,9646,19.292,90,0.18,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,53,0.106,1566,31.32,500,10,4382,8.764,30,0.06,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,70,0.14,1850,37,500,10,7545,15.09,120,0.24,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,75,0.15,1632,32.64,500,10,6808,13.616,55,0.11,10,150,3,12,0.24,4
bottom_agent,"(10, 10)",15,0,0,0,87,0.174,1649,32.98,500,10,7985,15.97,63,0.126,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,42,0.084,1572,31.44,500,10,6599,13.198,28,0.056,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,53,0.106,1609,32.18,500,10,6350,12.7,46,0.092,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,71,0.142,1647,32.94,500,10,6900,13.8,63,0.126,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,72,0.144,1644,32.88,500,10,6168,12.336,60,0.12,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,55,0.11,1606,32.12,500,10,7191,14.382,49,0.098,10,150,3,6,0.12,2
bottom_agent,"(10, 10)",15,0,0,0,74,0.148,2024,40.48,500,10,8123,16.246,172,0.344,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,18,0.036,1549,30.98,500,10,2834,5.668,18,0.036,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,55,0.11,1745,34.9,500,10,5762,11.524,87,0.174,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,0,0,0,43,0.086,1636,32.72,500,10,5041,10.082,51,0.102,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,85,0.17,1677,33.54,500,10,8236,16.472,74,0.148,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,77,0.154,1607,32.14,500,10,9029,18.058,58,0.116,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,75,0.15,1670,33.4,500,10,7542,15.084,62,0.124,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,2,1,1,28,0.056,1611,32.22,500,10,3874,7.748,36,0.072,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,2,1,1,63,0.126,1648,32.96,500,10,6150,12.3,61,0.122,10,150,3,12,0.24,4
top_agent,"(10, 10)",15,0,0,0,102,0.204,1710,34.2,500,10,10245,20.49,84,0.168,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,0,0,0,104,0.208,1701,34.02,500,10,8244,16.488,76,0.152,10,150,3,9,0.18,3
top_agent,"(10, 10)",15,4,3,1,123,0.246,1681,33.62,500,10,9092,18.184,78,0.156,10,150,3,18,0.36,6
bottom_agent,"(10, 10)",15,4,3,1,129,0.258,1668,33.36,500,10,11923,23.846,79,0.158,10,150,3,12,0.24,4
top_agent,"(10, 10)",15,2,1,1,95,0.19,1656,33.12,500,10,8900,17.8,70,0.14,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,2,1,1,111,0.222,1656,33.12,500,10,9607,19.214,71,0.142,10,150,3,0,0,0
top_agent,"(10, 10)",15,3,2,1,80,0.16,1649,32.98,500,10,7349,14.698,64,0.128,10,150,3,24,0.48,8
bottom_agent,"(10, 10)",15,3,2,1,101,0.202,1635,32.7,500,10,10039,20.078,76,0.152,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,1,0,1,69,0.138,1641,32.82,500,10,7091,14.182,60,0.12,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,1,0,1,71,0.142,1633,32.66,500,10,7020,14.04,52,0.104,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,2,1,1,118,0.236,1684,33.68,500,10,10616,21.232,72,0.144,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,2,1,1,125,0.25,1733,34.66,500,10,14370,28.74,103,0.206,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,24,0.048,1620,32.4,500,10,3886,7.772,23,0.046,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,48,0.096,1710,34.2,500,10,5042,10.084,57,0.114,10,200,4,15,0.3,5
top_agent,"(10, 10)",15,0,0,0,111,0.222,1635,32.7,500,10,9599,19.198,62,0.124,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,116,0.232,1695,33.9,500,10,10102,20.204,76,0.152,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,2,1,1,43,0.086,1589,31.78,500,10,4613,9.226,33,0.066,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,2,1,1,86,0.172,1634,32.68,500,10,8451,16.902,62,0.124,10,150,3,0,0,0
top_agent,"(10, 10)",15,3,2,1,91,0.182,1636,32.72,500,10,8747,17.494,60,0.12,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,3,2,1,99,0.198,1677,33.54,500,10,9330,18.66,78,0.156,10,150,3,16,0.32,4
top_agent,"(10, 10)",15,2,1,1,109,0.218,1648,32.96,500,10,10353,20.706,73,0.146,10,150,3,12,0.24,4
bottom_agent,"(10, 10)",15,2,1,1,115,0.23,1690,33.8,500,10,11467,22.934,78,0.156,10,150,3,18,0.36,6
top_agent,"(10, 10)",15,1,0,1,83,0.166,1573,31.46,500,10,8230,16.46,43,0.086,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,1,0,1,100,0.2,1652,33.04,500,10,9194,18.388,66,0.132,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,71,0.142,1658,33.16,500,10,8226,16.452,73,0.146,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,96,0.192,1773,35.46,500,10,9536,19.072,93,0.186,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,2,1,1,87,0.174,1625,32.5,500,10,8778,17.556,59,0.118,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,2,1,1,91,0.182,1612,32.24,500,10,7368,14.736,54,0.108,10,150,3,0,0,0
top_agent,"(10, 10)",15,1,0,1,86,0.172,1631,32.62,500,10,6914,13.828,58,0.116,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,1,0,1,93,0.186,1634,32.68,500,10,9033,18.066,60,0.12,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,1,0.002,1566,31.32,500,10,3340,6.68,21,0.042,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,20,0.04,1561,31.22,500,10,4266,8.532,19,0.038,10,150,3,0,0,0
top_agent,"(10, 10)",15,2,1,1,77,0.154,1651,33.02,500,10,9154,18.308,68,0.136,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,2,1,1,90,0.18,1667,33.34,500,10,9318,18.636,66,0.132,10,150,3,0,0,0
top_agent,"(10, 10)",15,3,2,1,56,0.112,1602,32.04,500,10,5750,11.5,42,0.084,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,3,2,1,45,0.09,1600,32,500,10,4514,9.028,39,0.078,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,2,1,1,65,0.13,1605,32.1,500,10,5641,11.282,48,0.096,10,150,3,21,0.42,7
bottom_agent,"(10, 10)",15,2,1,1,80,0.16,1647,32.94,500,10,7585,15.17,58,0.116,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,1,0,1,53,0.106,1910,38.2,500,10,4221,8.442,140,0.28,10,150,3,19,0.38,6
bottom_agent,"(10, 10)",15,1,0,1,28,0.056,1741,34.82,500,10,3687,7.374,81,0.162,10,150,3,156,3.12,52
top_agent,"(10, 10)",15,0,0,0,37,0.074,1603,32.06,500,10,3990,7.98,36,0.072,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,53,0.106,1600,32,500,10,5278,10.556,40,0.08,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,79,0.158,1631,32.62,500,10,7239,14.478,60,0.12,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,97,0.194,1858,37.16,500,10,8740,17.48,131,0.262,10,150,3,189,3.78,59
top_agent,"(10, 10)",15,0,0,0,65,0.13,1617,32.34,500,10,6034,12.068,53,0.106,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,73,0.146,1648,32.96,500,10,5215,10.43,55,0.11,10,150,3,0,0,0
top_agent,"(10, 10)",15,2,1,1,94,0.188,1666,33.32,500,10,7936,15.872,62,0.124,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,2,1,1,107,0.214,1696,33.92,500,10,10454,20.908,82,0.164,10,150,3,18,0.36,6
top_agent,"(10, 10)",15,2,1,1,79,0.158,1634,32.68,500,10,7119,14.238,57,0.114,10,150,3,13,0.26,4
bottom_agent,"(10, 10)",15,2,1,1,97,0.194,1650,33,500,10,7845,15.69,60,0.12,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,1,0,1,101,0.202,1660,33.2,500,10,8214,16.428,76,0.152,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,1,0,1,110,0.22,1664,33.28,500,10,9996,19.992,79,0.158,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,1,0,1,89,0.178,1645,32.9,500,10,9093,18.186,62,0.124,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,1,0,1,96,0.192,1706,34.12,500,10,9972,19.944,77,0.154,10,150,3,0,0,0
top_agent,"(10, 10)",15,1,0,1,74,0.148,1610,32.2,500,10,6359,12.718,48,0.096,10,150,3,12,0.24,4
bottom_agent,"(10, 10)",15,1,0,1,85,0.17,1636,32.72,500,10,7105,14.21,47,0.094,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,76,0.152,1607,32.14,500,10,7091,14.182,48,0.096,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,94,0.188,1625,32.5,500,10,8628,17.256,61,0.122,10,150,3,0,0,0
top_agent,"(10, 10)",15,2,1,1,89,0.178,1652,33.04,500,10,9186,18.372,65,0.13,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,2,1,1,102,0.204,1685,33.7,500,10,10119,20.238,86,0.172,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,1,0,1,22,0.044,1721,34.42,500,10,3891,7.782,72,0.144,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,1,0,1,33,0.066,1680,33.6,500,10,5343,10.686,58,0.116,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,16,0.032,1574,31.48,500,10,2938,5.876,22,0.044,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,50,0.1,1666,33.32,500,10,6747,13.494,64,0.128,10,150,3,15,0.3,5
top_agent,"(10, 10)",15,1,0,1,76,0.152,1623,32.46,500,10,8188,16.376,53,0.106,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,1,0,1,85,0.17,1830,36.6,500,10,8331,16.662,124,0.248,10,150,3,159,3.18,53
top_agent,"(10, 10)",15,0,0,0,85,0.17,1634,32.68,500,10,7962,15.924,57,0.114,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,86,0.172,1668,33.36,500,10,8433,16.866,63,0.126,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,60,0.12,1589,31.78,500,10,6583,13.166,47,0.094,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,77,0.154,1611,32.22,500,10,7998,15.996,54,0.108,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,49,0.098,1562,31.24,500,10,4130,8.26,28,0.056,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,71,0.142,1650,33,500,10,6906,13.812,64,0.128,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,92,0.184,1634,32.68,500,10,8848,17.696,60,0.12,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,93,0.186,1646,32.92,500,10,9438,18.876,65,0.13,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,1,0,1,101,0.202,1646,32.92,500,10,8716,17.432,65,0.13,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,1,0,1,118,0.236,1683,33.66,500,10,11337,22.674,89,0.178,10,150,3,21,0.42,7
top_agent,"(10, 10)",15,1,0,1,125,0.25,1620,32.4,500,10,11081,22.162,72,0.144,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,1,0,1,131,0.262,1708,34.16,500,10,12559,25.118,92,0.184,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,109,0.218,1611,32.22,500,10,8041,16.082,58,0.116,10,150,3,6,0.12,2
bottom_agent,"(10, 10)",15,0,0,0,115,0.23,1660,33.2,500,10,9361,18.722,78,0.156,10,150,3,9,0.18,3
top_agent,"(10, 10)",15,5,4,1,77,0.154,1610,32.2,500,10,7820,15.64,51,0.102,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,5,4,1,105,0.21,1675,33.5,500,10,8040,16.08,65,0.13,10,150,3,21,0.42,7
top_agent,"(10, 10)",15,0,0,0,75,0.15,1658,33.16,500,10,7852,15.704,64,0.128,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,100,0.2,1650,33,500,10,8648,17.296,65,0.13,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,0,0,0,64,0.128,1650,33,500,10,8015,16.03,63,0.126,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,33,0.066,1584,31.68,500,10,4670,9.34,35,0.07,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,89,0.178,1632,32.64,500,10,8020,16.04,65,0.13,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,0,0,0,106,0.212,1633,32.66,500,10,9532,19.064,67,0.134,10,150,3,18,0.36,5
top_agent,"(10, 10)",15,0,0,0,93,0.186,1666,33.32,500,10,8490,16.98,73,0.146,10,150,3,8,0.16,2
bottom_agent,"(10, 10)",15,0,0,0,114,0.228,1801,36.02,500,10,7863,15.726,112,0.224,10,150,3,150,3,50
top_agent,"(10, 10)",15,2,1,1,75,0.15,1611,32.22,500,10,7642,15.284,54,0.108,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,2,1,1,91,0.182,1635,32.7,500,10,8113,16.226,50,0.1,10,150,3,8,0.16,2
top_agent,"(10, 10)",15,1,0,1,86,0.172,1645,32.9,500,10,7241,14.482,65,0.13,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,1,0,1,100,0.2,1679,33.58,500,10,8679,17.358,76,0.152,10,150,3,9,0.18,3
top_agent,"(10, 10)",15,0,0,0,58,0.116,1783,35.66,500,10,6863,13.726,102,0.204,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,0,0,0,81,0.162,1827,36.54,500,10,8144,16.288,118,0.236,10,150,3,15,0.3,5
top_agent,"(10, 10)",15,1,0,1,46,0.092,1604,32.08,500,10,5473,10.946,41,0.082,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,1,0,1,50,0.1,1597,31.94,500,10,5568,11.136,38,0.076,10,150,3,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,59,0.118,1747,34.94,500,10,6163,12.326,92,0.184,10,150,3,10,0.2,3
bottom_agent,"(10, 10)",15,0,0,0,74,0.148,1632,32.64,500,10,8069,16.138,55,0.11,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,1,0,1,84,0.168,1635,32.7,500,10,8037,16.074,53,0.106,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,1,0,1,91,0.182,1641,32.82,500,10,7654,15.308,59,0.118,10,150,3,0,0,0
top_agent,"(10, 10)",15,2,1,1,72,0.144,1629,32.58,500,10,6536,13.072,56,0.112,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,2,1,1,83,0.166,1628,32.56,500,10,8807,17.614,67,0.134,10,150,3,12,0.24,4
top_agent,"(10, 10)",15,2,1,1,54,0.108,1732,34.64,500,10,5180,10.36,35,0.07,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",15,2,1,1,71,0.142,1767,35.34,500,10,5965,11.93,55,0.11,10,300,6,3,0.06,1
top_agent,"(10, 10)",15,0,0,0,72,0.144,1604,32.08,500,10,6771,13.542,48,0.096,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,0,0,0,92,0.184,1636,32.72,500,10,7752,15.504,62,0.124,10,150,3,9,0.18,3
top_agent,"(10, 10)",15,0,0,0,82,0.164,1734,34.68,500,10,7501,15.002,97,0.194,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,94,0.188,1808,36.16,500,10,8842,17.684,113,0.226,10,150,3,6,0.12,2
top_agent,"(10, 10)",15,0,0,0,110,0.22,1659,33.18,500,10,12054,24.108,83,0.166,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,0,0,0,117,0.234,1723,34.46,500,10,11456,22.912,99,0.198,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,78,0.156,1628,32.56,500,10,7839,15.678,57,0.114,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",15,0,0,0,83,0.166,1652,33.04,500,10,7798,15.596,66,0.132,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,95,0.19,1622,32.44,500,10,7487,14.974,57,0.114,10,150,3,18,0.36,6
bottom_agent,"(10, 10)",15,0,0,0,86,0.172,1636,32.72,500,10,8786,17.572,63,0.126,10,150,3,0,0,0
top_agent,"(10, 10)",15,2,1,1,68,0.136,1729,34.58,500,10,6722,13.444,92,0.184,10,150,3,0,0,0
bottom_agent,"(10, 10)",15,2,1,1,72,0.144,1635,32.7,500,10,6347,12.694,53,0.106,10,150,3,0,0,0
top_agent,"(10, 10)",15,0,0,0,59,0.118,1738,34.76,500,10,6411,12.822,96,0.192,10,150,3,153,3.06,51
bottom_agent,"(10, 10)",15,0,0,0,71,0.142,1753,35.06,500,10,7821,15.642,103,0.206,10,150,3,0,0,0
